2025-06-13 23:40:23,287 - INFO - Tracking pipeline started.
2025-06-13 23:41:51,116 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00003.txt: Predicted vehicle position: (0.4293, 0.1187), True center: (0.4262, 0.1204), Minimum disp_x: -0.0074, Minimum disp_y: 0.0055, Distance: 0.0036, 預測位置精確度: 98.22%
2025-06-13 23:41:51,122 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00005.txt: Predicted vehicle position: (0.5641, 0.1494), True center: (0.4918, 0.1389), Minimum disp_x: -0.0093, Minimum disp_y: 0.0086, Distance: 0.0731, 預測位置精確度: 63.43%
2025-06-13 23:41:51,123 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00005.txt: Predicted vehicle position: (0.5454, 0.0393), True center: (0.5141, 0.0958), Minimum disp_x: -0.0036, Minimum disp_y: -0.0012, Distance: 0.0646, 預測位置精確度: 67.71%
2025-06-13 23:41:51,123 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.1508, 0.3748), True center: (0.0843, 0.4473), Minimum disp_x: -0.1502, Minimum disp_y: 0.1469, Distance: 0.0984, 預測位置精確度: 50.82%
2025-06-13 23:41:51,123 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.3790, 0.1576), True center: (0.3632, 0.1604), Minimum disp_x: -0.0337, Minimum disp_y: 0.0156, Distance: 0.0161, 預測位置精確度: 91.95%
2025-06-13 23:41:51,124 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.4825, 0.1475), True center: (0.4809, 0.1627), Minimum disp_x: -0.0108, Minimum disp_y: 0.0238, Distance: 0.0152, 預測位置精確度: 92.39%
2025-06-13 23:41:51,124 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.6758, 0.1275), True center: (0.7085, 0.1973), Minimum disp_x: -0.0347, Minimum disp_y: -0.0864, Distance: 0.0771, 預測位置精確度: 61.45%
2025-06-13 23:41:51,125 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.4457, 0.2411), True center: (0.4349, 0.2656), Minimum disp_x: -0.0289, Minimum disp_y: 0.0571, Distance: 0.0268, 預測位置精確度: 86.61%
2025-06-13 23:41:51,125 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00006.txt: Predicted vehicle position: (0.5105, 0.0946), True center: (0.5093, 0.1096), Minimum disp_x: -0.0048, Minimum disp_y: 0.0138, Distance: 0.0150, 預測位置精確度: 92.48%
2025-06-13 23:41:51,126 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00007.txt: Predicted vehicle position: (0.4060, 0.3227), True center: (0.3769, 0.3872), Minimum disp_x: -0.0580, Minimum disp_y: 0.1216, Distance: 0.0708, 預測位置精確度: 64.62%
2025-06-13 23:41:51,126 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00007.txt: Predicted vehicle position: (0.3294, 0.1760), True center: (0.3071, 0.1831), Minimum disp_x: -0.0561, Minimum disp_y: 0.0227, Distance: 0.0234, 預測位置精確度: 88.28%
2025-06-13 23:41:51,126 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00007.txt: Predicted vehicle position: (0.4701, 0.1864), True center: (0.4607, 0.2018), Minimum disp_x: -0.0203, Minimum disp_y: 0.0391, Distance: 0.0181, 預測位置精確度: 90.97%
2025-06-13 23:41:51,127 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00007.txt: Predicted vehicle position: (0.5045, 0.1234), True center: (0.5032, 0.1257), Minimum disp_x: -0.0061, Minimum disp_y: 0.0162, Distance: 0.0027, 預測位置精確度: 98.67%
2025-06-13 23:41:51,127 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00007.txt: Predicted vehicle position: (0.6737, 0.1110), True center: (0.6884, 0.1456), Minimum disp_x: -0.0201, Minimum disp_y: -0.0517, Distance: 0.0376, 預測位置精確度: 81.19%
2025-06-13 23:41:51,128 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00008.txt: Predicted vehicle position: (0.3189, 0.5088), True center: (0.2266, 0.7096), Minimum disp_x: -0.1503, Minimum disp_y: 0.3224, Distance: 0.2210, 預測位置精確度: 0.00%
2025-06-13 23:41:51,128 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00008.txt: Predicted vehicle position: (0.2510, 0.2058), True center: (0.2352, 0.2014), Minimum disp_x: -0.0719, Minimum disp_y: 0.0183, Distance: 0.0164, 預測位置精確度: 91.81%
2025-06-13 23:41:51,128 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00008.txt: Predicted vehicle position: (0.4404, 0.2410), True center: (0.4265, 0.2735), Minimum disp_x: -0.0342, Minimum disp_y: 0.0716, Distance: 0.0354, 預測位置精確度: 82.31%
2025-06-13 23:41:51,129 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00008.txt: Predicted vehicle position: (0.4971, 0.1419), True center: (0.4913, 0.1483), Minimum disp_x: -0.0119, Minimum disp_y: 0.0225, Distance: 0.0087, 預測位置精確度: 95.67%
2025-06-13 23:41:51,129 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00008.txt: Predicted vehicle position: (0.6683, 0.0939), True center: (0.6733, 0.1125), Minimum disp_x: -0.0151, Minimum disp_y: -0.0331, Distance: 0.0193, 預測位置精確度: 90.36%
2025-06-13 23:41:51,130 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00009.txt: Predicted vehicle position: (0.1633, 0.2197), True center: (0.1506, 0.2147), Minimum disp_x: -0.0846, Minimum disp_y: 0.0133, Distance: 0.0137, 預測位置精確度: 93.17%
2025-06-13 23:41:51,130 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00009.txt: Predicted vehicle position: (0.3922, 0.3451), True center: (0.3532, 0.4210), Minimum disp_x: -0.0733, Minimum disp_y: 0.1475, Distance: 0.0853, 預測位置精確度: 57.36%
2025-06-13 23:41:51,130 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00009.txt: Predicted vehicle position: (0.4793, 0.1708), True center: (0.4750, 0.1812), Minimum disp_x: -0.0162, Minimum disp_y: 0.0329, Distance: 0.0112, 預測位置精確度: 94.42%
2025-06-13 23:41:51,131 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00009.txt: Predicted vehicle position: (0.6582, 0.0794), True center: (0.6603, 0.0849), Minimum disp_x: -0.0130, Minimum disp_y: -0.0276, Distance: 0.0059, 預測位置精確度: 97.03%
2025-06-13 23:41:51,132 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00010.txt: Predicted vehicle position: (0.2799, 0.5684), True center: (0.1402, 0.8085), Minimum disp_x: -0.2130, Minimum disp_y: 0.3876, Distance: 0.2778, 預測位置精確度: 0.00%
2025-06-13 23:41:51,132 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00010.txt: Predicted vehicle position: (0.0660, 0.2279), True center: (0.0793, 0.2122), Minimum disp_x: -0.0713, Minimum disp_y: -0.0024, Distance: 0.0206, 預測位置精確度: 89.71%
2025-06-13 23:41:51,133 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00010.txt: Predicted vehicle position: (0.4588, 0.2140), True center: (0.4470, 0.2399), Minimum disp_x: -0.0281, Minimum disp_y: 0.0588, Distance: 0.0285, 預測位置精確度: 85.75%
2025-06-13 23:41:51,133 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00010.txt: Predicted vehicle position: (0.6473, 0.0574), True center: (0.6505, 0.0657), Minimum disp_x: -0.0098, Minimum disp_y: -0.0192, Distance: 0.0089, 預測位置精確度: 95.54%
2025-06-13 23:41:51,134 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00011.txt: Predicted vehicle position: (0.4189, 0.2987), True center: (0.3901, 0.3526), Minimum disp_x: -0.0568, Minimum disp_y: 0.1126, Distance: 0.0610, 預測位置精確度: 69.48%
2025-06-13 23:41:51,135 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00011.txt: Predicted vehicle position: (0.0081, 0.2098), True center: (0.0417, 0.2062), Minimum disp_x: -0.0377, Minimum disp_y: -0.0060, Distance: 0.0338, 預測位置精確度: 83.12%
2025-06-13 23:41:51,137 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00011.txt: Predicted vehicle position: (0.6408, 0.0465), True center: (0.6428, 0.0565), Minimum disp_x: -0.0078, Minimum disp_y: -0.0092, Distance: 0.0102, 預測位置精確度: 94.90%
2025-06-13 23:41:51,137 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00012.txt: Predicted vehicle position: (0.3333, 0.4652), True center: (0.2454, 0.6451), Minimum disp_x: -0.1447, Minimum disp_y: 0.2926, Distance: 0.2003, 預測位置精確度: 0.00%
2025-06-13 23:41:51,138 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00012.txt: Predicted vehicle position: (0.0040, 0.2001), True center: (0.0161, 0.1932), Minimum disp_x: -0.0255, Minimum disp_y: -0.0130, Distance: 0.0140, 預測位置精確度: 92.99%
2025-06-13 23:41:51,139 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00012.txt: Predicted vehicle position: (0.4605, 0.0897), True center: (0.4469, 0.1091), Minimum disp_x: -0.0360, Minimum disp_y: 0.0377, Distance: 0.0237, 預測位置精確度: 88.16%
2025-06-13 23:41:51,139 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00013.txt: Predicted vehicle position: (0.4109, 0.1467), True center: (0.3869, 0.1731), Minimum disp_x: -0.0600, Minimum disp_y: 0.0640, Distance: 0.0356, 預測位置精確度: 82.19%
2025-06-13 23:41:51,139 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00014.txt: Predicted vehicle position: (0.3269, 0.2370), True center: (0.2479, 0.3203), Minimum disp_x: -0.1390, Minimum disp_y: 0.1472, Distance: 0.1147, 預測位置精確度: 42.63%
2025-06-13 23:41:51,142 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00019.txt: Predicted vehicle position: (0.7408, 0.1216), True center: (0.7711, 0.2153), Minimum disp_x: -0.0765, Minimum disp_y: -0.1049, Distance: 0.0985, 預測位置精確度: 50.77%
2025-06-13 23:41:51,142 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00019.txt: Predicted vehicle position: (0.5109, 0.1001), True center: (0.5028, 0.1133), Minimum disp_x: -0.0209, Minimum disp_y: 0.0342, Distance: 0.0155, 預測位置精確度: 92.25%
2025-06-13 23:41:51,144 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00020.txt: Predicted vehicle position: (0.6704, 0.1119), True center: (0.7090, 0.2204), Minimum disp_x: -0.0378, Minimum disp_y: -0.0826, Distance: 0.1152, 預測位置精確度: 42.41%
2025-06-13 23:41:51,144 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00020.txt: Predicted vehicle position: (0.6946, 0.1105), True center: (0.7218, 0.1519), Minimum disp_x: -0.0493, Minimum disp_y: -0.0634, Distance: 0.0496, 預測位置精確度: 75.22%
2025-06-13 23:41:51,144 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00020.txt: Predicted vehicle position: (0.4819, 0.1475), True center: (0.4616, 0.1827), Minimum disp_x: -0.0412, Minimum disp_y: 0.0694, Distance: 0.0406, 預測位置精確度: 79.68%
2025-06-13 23:41:51,145 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00021.txt: Predicted vehicle position: (0.4203, 0.2521), True center: (0.3650, 0.3432), Minimum disp_x: -0.0966, Minimum disp_y: 0.1605, Distance: 0.1066, 預測位置精確度: 46.70%
2025-06-13 23:41:51,145 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00021.txt: Predicted vehicle position: (0.7587, 0.1462), True center: (0.7798, 0.2413), Minimum disp_x: -0.0774, Minimum disp_y: -0.1081, Distance: 0.0974, 預測位置精確度: 51.29%
2025-06-13 23:41:51,145 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00021.txt: Predicted vehicle position: (0.6725, 0.0884), True center: (0.6892, 0.1094), Minimum disp_x: -0.0326, Minimum disp_y: -0.0425, Distance: 0.0268, 預測位置精確度: 86.61%
2025-06-13 23:41:51,146 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00021.txt: Predicted vehicle position: (0.6712, 0.1378), True center: (0.6887, 0.1655), Minimum disp_x: -0.0202, Minimum disp_y: -0.0549, Distance: 0.0328, 預測位置精確度: 83.60%
2025-06-13 23:41:51,146 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00022.txt: Predicted vehicle position: (0.7025, 0.1332), True center: (0.7297, 0.1788), Minimum disp_x: -0.0502, Minimum disp_y: -0.0625, Distance: 0.0531, 預測位置精確度: 73.47%
2025-06-13 23:41:51,146 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00022.txt: Predicted vehicle position: (0.6685, 0.1107), True center: (0.6755, 0.1299), Minimum disp_x: -0.0132, Minimum disp_y: -0.0356, Distance: 0.0205, 預測位置精確度: 89.76%
2025-06-13 23:41:51,147 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00022.txt: Predicted vehicle position: (0.6567, 0.0669), True center: (0.6683, 0.0772), Minimum disp_x: -0.0210, Minimum disp_y: -0.0322, Distance: 0.0155, 預測位置精確度: 92.23%
2025-06-13 23:41:51,148 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00023.txt: Predicted vehicle position: (0.6622, 0.0943), True center: (0.6643, 0.1006), Minimum disp_x: -0.0111, Minimum disp_y: -0.0293, Distance: 0.0067, 預測位置精確度: 96.66%
2025-06-13 23:41:51,148 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00023.txt: Predicted vehicle position: (0.6473, 0.0451), True center: (0.6528, 0.0590), Minimum disp_x: -0.0155, Minimum disp_y: -0.0182, Distance: 0.0150, 預測位置精確度: 92.50%
2025-06-13 23:41:51,149 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00023.txt: Predicted vehicle position: (0.6795, 0.1163), True center: (0.6959, 0.1351), Minimum disp_x: -0.0337, Minimum disp_y: -0.0437, Distance: 0.0250, 預測位置精確度: 87.49%
2025-06-13 23:41:51,149 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00024.txt: Predicted vehicle position: (0.6622, 0.0915), True center: (0.6718, 0.1079), Minimum disp_x: -0.0242, Minimum disp_y: -0.0273, Distance: 0.0190, 預測位置精確度: 90.51%
2025-06-13 23:41:51,149 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00025.txt: Predicted vehicle position: (0.6476, 0.0806), True center: (0.6569, 0.0862), Minimum disp_x: -0.0149, Minimum disp_y: -0.0217, Distance: 0.0108, 預測位置精確度: 94.59%
2025-06-13 23:41:51,149 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00026.txt: Predicted vehicle position: (0.6420, 0.0645), True center: (0.6485, 0.0701), Minimum disp_x: -0.0084, Minimum disp_y: -0.0161, Distance: 0.0086, 預測位置精確度: 95.70%
2025-06-13 23:41:51,151 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00035.txt: Predicted vehicle position: (0.7272, 0.1124), True center: (0.7355, 0.1441), Minimum disp_x: -0.0133, Minimum disp_y: -0.0369, Distance: 0.0328, 預測位置精確度: 83.59%
2025-06-13 23:41:51,151 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00036.txt: Predicted vehicle position: (0.6367, 0.0511), True center: (0.6938, 0.1928), Minimum disp_x: -0.0403, Minimum disp_y: -0.0972, Distance: 0.1527, 預測位置精確度: 23.64%
2025-06-13 23:41:51,151 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00036.txt: Predicted vehicle position: (0.7222, 0.1072), True center: (0.7321, 0.1237), Minimum disp_x: -0.0033, Minimum disp_y: -0.0204, Distance: 0.0192, 預測位置精確度: 90.38%
2025-06-13 23:41:51,152 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00036.txt: Predicted vehicle position: (0.5085, 0.0451), True center: (0.5045, 0.0436), Minimum disp_x: -0.0133, Minimum disp_y: 0.0121, Distance: 0.0043, 預測位置精確度: 97.85%
2025-06-13 23:41:51,152 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00037.txt: Predicted vehicle position: (0.6535, 0.0956), True center: (0.6724, 0.1367), Minimum disp_x: -0.0214, Minimum disp_y: -0.0561, Distance: 0.0452, 預測位置精確度: 77.39%
2025-06-13 23:41:51,153 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00037.txt: Predicted vehicle position: (0.7288, 0.1033), True center: (0.7360, 0.1136), Minimum disp_x: 0.0039, Minimum disp_y: -0.0101, Distance: 0.0126, 預測位置精確度: 93.72%
2025-06-13 23:41:51,153 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00037.txt: Predicted vehicle position: (0.4912, 0.0556), True center: (0.4894, 0.0595), Minimum disp_x: -0.0151, Minimum disp_y: 0.0160, Distance: 0.0043, 預測位置精確度: 97.86%
2025-06-13 23:41:51,153 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00038.txt: Predicted vehicle position: (0.7399, 0.1034), True center: (0.7393, 0.1081), Minimum disp_x: 0.0032, Minimum disp_y: -0.0055, Distance: 0.0047, 預測位置精確度: 97.64%
2025-06-13 23:41:51,153 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00038.txt: Predicted vehicle position: (0.6510, 0.0805), True center: (0.6575, 0.1013), Minimum disp_x: -0.0149, Minimum disp_y: -0.0354, Distance: 0.0217, 預測位置精確度: 89.14%
2025-06-13 23:41:51,154 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00038.txt: Predicted vehicle position: (0.4743, 0.0755), True center: (0.4744, 0.0749), Minimum disp_x: -0.0150, Minimum disp_y: 0.0153, Distance: 0.0006, 預測位置精確度: 99.69%
2025-06-13 23:41:51,154 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00039.txt: Predicted vehicle position: (0.6425, 0.0659), True center: (0.6490, 0.0760), Minimum disp_x: -0.0085, Minimum disp_y: -0.0253, Distance: 0.0120, 預測位置精確度: 94.01%
2025-06-13 23:41:51,154 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00039.txt: Predicted vehicle position: (0.7425, 0.1027), True center: (0.7418, 0.1068), Minimum disp_x: 0.0025, Minimum disp_y: -0.0013, Distance: 0.0042, 預測位置精確度: 97.89%
2025-06-13 23:41:51,154 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00039.txt: Predicted vehicle position: (0.4594, 0.0902), True center: (0.4592, 0.0922), Minimum disp_x: -0.0152, Minimum disp_y: 0.0173, Distance: 0.0020, 預測位置精確度: 99.02%
2025-06-13 23:41:51,156 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00040.txt: Predicted vehicle position: (0.4440, 0.1094), True center: (0.4437, 0.1070), Minimum disp_x: -0.0155, Minimum disp_y: 0.0149, Distance: 0.0024, 預測位置精確度: 98.78%
2025-06-13 23:41:51,156 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00040.txt: Predicted vehicle position: (0.6405, 0.0507), True center: (0.6410, 0.0613), Minimum disp_x: -0.0079, Minimum disp_y: -0.0147, Distance: 0.0107, 預測位置精確度: 94.67%
2025-06-13 23:41:51,156 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00040.txt: Predicted vehicle position: (0.7443, 0.1055), True center: (0.7421, 0.1065), Minimum disp_x: 0.0003, Minimum disp_y: -0.0003, Distance: 0.0025, 預測位置精確度: 98.77%
2025-06-13 23:41:51,157 - INFO - Label /home/eddy/Desktop/MasterThesis/mainProgram/AICUP_datasets/test/labels/1015_150000_151900/0_00041.txt: Predicted vehicle position: (0.4283, 0.1219), True center: (0.4314, 0.1211), Minimum disp_x: -0.0123, Minimum disp_y: 0.0141, Distance: 0.0033, 預測位置精確度: 98.37%
